uniprot_accession,gene_name
A0A0N7A551,HLA-DRB1
A0A0N7A575,HLA-DPB1
A0A0N7A597,HLA-DPB1
A0A0N7A621,HLA-A
A0A0N7A638,HLA-A
A0A0N7A669,HLA-B
A0A0N7A683,HLA-B
A0A0N7A6F0,HLA-DQB1
A0A0N7A6F6,HLA-B
A0A0N7A6J6,HLA-DQB1
A0A0N7A6N1,HLA-DRB1
A0A0N7A6Q3,HLA-DQB1
A0A0N7A6S5,HLA-DRB1
A0A0N7A6S8,HLA-DRB1
A0A0N7A6T9,HLA-DRB1
A0A0N7A6U7,HLA-DRB1
A0A0N7A6W4,HLA-DRB1
A0A0N7A6W5,HLA-DPB1
A0A0N7A6X9,HLA-DRB1
A0A0N7A6Z5,HLA-DRB1
A0A0N7FMT7,ABO
A0A0N7FRR2,HLA-A
A0A0N7HXV5,HLA-DQB1
A0A0N9FHT4,HLA-DRB1
A0A0N9HR25,HLA-A
A0A0N9M6K3,HLA-B
A0A0N9M6L7,HLA-B
A0A0N9M6N1,HLA-C
A0A0N9MI03,HLA-DQB1
A0A0N9MPD2,HLA-C
A0A0N9MQ31,HLA-DRB1
A0A0N9MQ43,HLA-A
A0A0N9MR62,HLA-B
A0A0N9MVH4,HLA-B
A0A0N9MX94,HLA-A
A0A0N9Q867,HLA
A0A0N9Q8N5,HLA
A0A0N9QNI4,HLA
A0A0N9QV62,HLA
A0A0N9QWF4,HLA
A0A0P0GBC9,HLA-A
A0A0P1GKP1,HLA-DRB4
A0A0P1GLA1,HLA-DRB3
A0A0P1H7A9,HLA-C
A0A0P1IVS1,HLA-B
A0A0R4J2E5,UBE2A
A0A0R5RI63,THRA
A0A0R5RI69,THRB
A0A0R7FDM1,TNFRSF18
A0A0R9RWK2,ERBB2
A0A0S1S0E7,HLA-C
A0A0S1S772,ABO
A0A0S1TL27,KCNH1
A0A0S1YF58,HLA-A
A0A0S2C4N3,HLA-A
A0A0S2IIY9,HLA-B
A0A0S2UQ63,HLA
A0A0S2UQD6,HLA
A0A0S2UQI5,HLA
A0A0S2VI72,MICB
A0A0S2Z309,ARSA
A0A0S2Z319,BAK1
A0A0S2Z367,ABCB7
A0A0S2Z3A5,ACADM
A0A0S2Z3B2,DMD
A0A0S2Z3B5,DMD
A0A0S2Z3D9,ARHGDIA
A0A0S2Z3G5,CASP10
A0A0S2Z3G6,BCS1L
A0A0S2Z3H0,ATP2A2
A0A0S2Z3H9,CYP11A1
A0A0S2Z3J7,DMD
A0A0S2Z3J9,CPA2
A0A0S2Z3K2,NKX2-5
A0A0S2Z3L3,DCN
A0A0S2Z3M3,FGA
A0A0S2Z3M6,DMD
A0A0S2Z3N6,ETV6
A0A0S2Z3P2,ERCC8
A0A0S2Z3P8,FGFR1
A0A0S2Z3Q9,GABRA2
A0A0S2Z3S7,FCGR3A
A0A0S2Z3T5,CYP11A1
A0A0S2Z3T7,DGUOK
A0A0S2Z3U4,EGR2
A0A0S2Z3U6,HSD17B3
A0A0S2Z3V3,GRB7
A0A0S2Z3X3,ACTN4
A0A0S2Z3Y9,MECP2
A0A0S2Z3Z2,NDN
A0A0S2Z3Z7,IVD
A0A0S2Z400,MECP2
A0A0S2Z412,MYOC
A0A0S2Z413,HSD17B3
A0A0S2Z436,NEFL
A0A0S2Z438,MRE11A
A0A0S2Z463,SERPINI1
A0A0S2Z466,MPV17
A0A0S2Z469,MPV17
A0A0S2Z477,HSPD1
A0A0S2Z482,PPP6C
A0A0S2Z489,PSMD12
A0A0S2Z490,PMAIP1
A0A0S2Z495,JUP
A0A0S2Z4A9,CYBB
A0A0S2Z4D3,SLC3A1
A0A0S2Z4D8,PRKCSH
A0A0S2Z4E7,NONO
A0A0S2Z4F1,EFEMP1
A0A0S2Z4F9,NCF2
A0A0S2Z4H0,FH
A0A0S2Z4I5,CFP
A0A0S2Z4J4,SURF1
A0A0S2Z4K1,VHL
A0A0S2Z4M0,NME5
A0A0S2Z4N4,PDLIM4
A0A0S2Z4P2,PAX8
A0A0S2Z4Q5,BTRC
A0A0S2Z4S1,NEUROD1
A0A0S2Z4S3,AXIN1
A0A0S2Z4S8,SEC22C
A0A0S2Z4T4,MPDU1
A0A0S2Z4W1,SRRM1
A0A0S2Z4W5,NOD1
A0A0S2Z4W8,MPDU1
A0A0S2Z4Z3,FPGT
A0A0S2Z4Z5,RABEPK
A0A0S2Z4Z6,SRRM1
A0A0S2Z508,ARHGAP26
A0A0S2Z510,SPG20
A0A0S2Z518,SEC63
A0A0S2Z521,LDB3
A0A0S2Z543,ARHGEF15
A0A0S2Z544,BSCL2
A0A0S2Z548,SUMF2
A0A0S2Z549,RBM5
A0A0S2Z550,SETX
A0A0S2Z557,CDK20
A0A0S2Z563,MRPS28
A0A0S2Z564,ZBTB32
A0A0S2Z565,HAX1
A0A0S2Z576,FBXO8
A0A0S2Z578,PYCR2
A0A0S2Z580,ETHE1
A0A0S2Z599,PALMD
A0A0S2Z5A5,SEPT9
A0A0S2Z5B1,SLC39A14
A0A0S2Z5B3,ETHE1
A0A0S2Z5B4,ATL1
A0A0S2Z5B6,CDK20
A0A0S2Z5B9,KIAA0907
A0A0S2Z5C4,SUMF2
A0A0S2Z5D8,WDR41
A0A0S2Z5D9,RBM23
A0A0S2Z5E0,WDR41
A0A0S2Z5E9,CWF19L1
A0A0S2Z5F7,SBDS
A0A0S2Z5F8,LMBR1L
A0A0S2Z5G3,CLN6
A0A0S2Z5G7,VILL
A0A0S2Z5H0,MRPS28
A0A0S2Z5H3,CLINT1
A0A0S2Z5H8,MCCC1
A0A0S2Z5I4,ALS2
A0A0S2Z5J5,ZCWPW1
A0A0S2Z5J8,ELAC2
A0A0S2Z5K2,NLGN3
A0A0S2Z5L6,ITFG2
A0A0S2Z5M4,SLC22A15
A0A0S2Z5N4,ENOX1
A0A0S2Z5S3,ZBTB32
A0A0S2Z5S5,ACCS
A0A0S2Z5T3,BEND5
A0A0S2Z5V3,HELQ
A0A0S2Z5V6,C19orf40
A0A0S2Z5Y5,TUT1
A0A0S2Z5Z9,TEX9
A0A0S2Z610,HNRPLL
A0A0S2Z622,ACCS
A0A0S2Z635,WDR62
A0A0S2Z643,FLCN
A0A0S2Z671,A4GALT
A0A0S2Z693,MCCC1
A0A0S2Z6A9,ZCWPW1
A0A0S2Z6B4,SIL1
A0A0S2Z6C8,SLC22A15
A0A0S2Z6F4,ANKRD50
A0A0S2Z6J9,BEND5
A0A0S3J407,ABO
A0A0S4L792,HLA-B
A0A0U1RQF8,SUCLA2
A0A0U1RQH4,EHBP1L1
A0A0U1RQJ0,DDX17
A0A0U1RQK3,COA8
A0A0U1RQL1,SUCLA2
A0A0U1RQM8,QARS1
A0A0U1RQQ5,QARS1
A0A0U1RQQ9,SCYL2
A0A0U1RQR0,C1orf232
A0A0U1RQR3,PATJ
A0A0U1RQR7,HCN1
A0A0U1RQS0,IL20RA
A0A0U1RQT3,HSPG2
A0A0U1RQT8,CD99L2
A0A0U1RQU0,SMARCA2
A0A0U1RQU4,CSNK1G1
A0A0U1RQU9,IL20RA
A0A0U1RQV3,EFEMP1
A0A0U1RQW3,ATRIP
A0A0U1RQW8,PIGA
A0A0U1RQX5,QARS1
A0A0U1RQY2,PRDM9
A0A0U1RQY9,UBASH3A
A0A0U1RR18,SLC12A7
A0A0U1RR23,ST20-MTHFS
A0A0U1RR26,SMARCA2
A0A0U1RR29,COA8
A0A0U1RR53,FGGY
A0A0U1RR59,GABBR2
A0A0U1RR64,METTL15
A0A0U1RR69,HSP90AA1
A0A0U1RRA1,IL20RA
A0A0U1RRA7,COL11A1
A0A0U1RRC1,DOCK7
A0A0U1RRC3,CDC42BPB
A0A0U1RRC9,UBASH3A
A0A0U1RRE1,SEPTIN7
A0A0U1RRE7,ANXA4
A0A0U1RRF3,RGSL1
A0A0U1RRF5,SMARCA2
A0A0U1RRI0,PTPN11
A0A0U1RRI1,SUCLA2
A0A0U1RRI3,MYO1B
A0A0U1RRJ8,SMARCA2
A0A0U1RRJ9,WDR45
A0A0U1U562,Dnmt2
A0A0U1WNF1,KIR3DL2
A0A0U2QFR8,HLA-B
A0A0U3AJ41,NPHS2
A0A0U3BET3,HLA-C
A0A0U3BWM0,CRYGB
A0A0U3BY57,HLA-DQB1
A0A0U3E7C9,GJA8
A0A0U3T571,LEPR
A0A0U4DJF7,HP
A0A0U4EBD4,KLF1
A0A0U4EZ27,PSTPIP1
A0A0U4FJP1,PSTPIP1
A0A0U4JQJ0,BRCA1
A0A0U4YTB3,KIR3DL2
A0A0U5FLC8,KIR3DL2
A0A0U5GHD6,KIR3DL2
A0A0U5JXL4,TNLG2A
A0A0U5KR66,KIR2DL4
A0A0U5KRM3,HLA-B
A0A0U5KVZ8,RHD
A0A0U5LBS5,HLA-A
A0A0U5LCC1,HLA-B
A0A0X7YIU4,HLA-A
A0A0X7YJ07,HLA-B
A0A0X7YJ44,HLA-C
A0A0X7YJ88,HLA-DRB1
A0A0X7YJC4,HLA-DPB1
A0A0X7YJN9,HLA-A
A0A0X7YJP8,HLA-A
A0A0X7YJQ3,HLA-A
A0A0X7YJS2,HLA-B
A0A0X7YJS9,HLA-B
A0A0X7YJX4,HLA-C
A0A0X7YJY4,HLA-C
A0A0X7YJZ1,HLA-C
A0A0X7YK41,HLA-DPB1
A0A0X7YK46,HLA-DPB1
A0A0X7YKU5,HLA-A
A0A0X7YKX4,HLA-A
A0A0X7YKZ0,HLA-B
A0A0X7YL26,HLA-B
A0A0X7YL43,HLA-B
A0A0X7YL45,HLA-C
A0A0X7YL51,HLA-A
A0A0X7YL66,HLA-C
A0A0X7YL96,HLA-C
A0A0X7YLB8,HLA-C
A0A0X7YLE9,HLA-DQB1
A0A0X7YLF8,HLA-DQB1
A0A0X7YLG0,HLA-DPB1
A0A0X7YLL9,HLA-DPB1
A0A0X7YLM7,HLA-DPB1
A0A0X7YLQ4,HLA-DPB1
A0A0X7YN44,HLA-A
A0A0X7YNB6,HLA-C
A0A0X7YNC3,HLA-C
A0A0X7YNG6,HLA-DQB1
A0A0X7YNH1,HLA-DQB1
A0A0X7YNJ3,HLA-DPB1
A0A0X7YRG6,HLA-C
A0A0X7YRH8,HLA-C
A0A0X7YRI6,HLA-DQB1
A0A0X7YRJ7,HLA-DQB1
A0A0X7YRK7,HLA-DRB1
A0A0X7YRL9,HLA-DRB1
A0A0X7YRM5,HLA-DPB1
A0A0X7YRQ5,HLA-DPB1
A0A0X7YTQ7,HLA-A
A0A0X7YU64,HLA-DRB1
A0A0X7YU93,HLA-DPB1
A0A0X7YUB1,HLA-DPB1
A0A0X7YUC9,HLA-DPB1
A0A0X7YV70,HLA-A
A0A0X7YV79,HLA-B
A0A0X7YVK1,HLA-DRB1
A0A0X7YYI2,HLA-A
A0A0X7YYJ0,HLA-A
A0A0X7YYK6,HLA-A
A0A0X7YYT1,HLA-DQB1
A0A0X7YYU7,HLA-DRB1
A0A0X7YZ06,HLA-DPB1
A0A0X8AZ85,ITGA2
A0A0X8XVK9,HLA locus
A0A0X8XX83,HLA-DQB1
A0A0X9R4E0,CD86
A0A0Y0RMI5,KIR-2DL1
A0A0Y0SMK7,OTX2
A0A109NRC2,HLA-C
A0A109NRC7,HLA-A
A0A109NRD1,HLA-A
A0A109NRD9,HLA-A
A0A109NRE0,HLA-B
A0A109NRE3,HLA-DRB1
A0A109NRE5,HLA-C
A0A109NRF2,HLA-C
A0A109NRF9,HLA-C
A0A109NRG8,HLA-DQB1
A0A109NRH0,HLA-DRB1
A0A109NRH1,HLA-DQB1
A0A109NRH5,HLA-DRB1
A0A109NRH8,HLA-DPB1
A0A109NRJ2,HLA-DPB1
A0A109NRJ4,HLA-DPB1
A0A109PLW1,BCL2L12
A0A109R3B6,KIR-2DS2
A0A109V4E1,HLA-DRB1
A0A109VDM6,HLA-A
A0A109VDV5,HLA-DQB1
A0A109VDW4,HLA-C
A0A109VDZ1,HLA-DRB1
A0A109W0N3,HLA-C
A0A109W0P4,HLA-C
A0A109W0S8,HLA-DPB1
A0A110B2R2,KIR-2DL4
A0A110BGW5,KIR3DL2
A0A110BHB9,KIR3DL2
A0A110BIH1,HLA-A
A0A110BIQ8,KIR3DL2
A0A120GVW6,HLA-DPB1
A0A120GWA9,HLA-B
A0A120GWB0,HLA-B
A0A120GWC1,HLA-C
A0A120GWC4,HLA-DQB1
A0A120GWC9,HLA-DRB1
A0A120GWD4,HLA-DPB1
A0A120GWD5,HLA-C
A0A120GWF0,HLA-DPB1
A0A120GWF5,HLA-DPB1
A0A120HV04,CD248
A0A120N5Z5,KIR3DL2
A0A120N620,HLA-DQB1
A0A125RA14,HLA-B
A0A125RL89,HLA-A
A0A125RM81,HLA-DPB1
A0A126GV69,OR13G1
A0A126GVE7,OR10G4
A0A126GVG0,OR1S2
A0A126GVG4,OR9Q2
A0A126GVH6,OR4B1
A0A126GVK6,OR5M9
A0A126GVK9,OR52N5
A0A126GVL4,OR56B4
A0A126GVM6,OR5AR1
A0A126GVV1,OR5T3
A0A126GVV2,OR10H4
A0A126GVV9,OR13D1
A0A126GVW0,OR52B6
A0A126GW59,OR4C46
A0A126GW63,OR1E2
A0A126GW77,OR10J3
A0A126GW88,OR1A1
A0A126GWE4,OR10G6
A0A126GWF2,OR10G7
A0A126GWH2,OR10H5
A0A126GWR1,OR1D5
A0A126GWR9,OR10G4
A0A126LAU1,U3
A0A126LAV0,U11
A0A126LAV2,U13
A0A126LAV8,U18
A0A126LAW2,U24
A0A126LAW3,U17
A0A126LAX1,U33
A0A126LAX3,U32
A0A126LAX4,U29
A0A126LAX6,U30
A0A126LAX7,U26
A0A126LAY5,U39
A0A126LAZ2,U51
A0A126LB04,U54
A0A126LB11,U63
A0A126LB17,U69
A0A126LB18,U70
A0A126LB27,U75
A0A126LB29,U84
A0A126LB32,U85
A0A126LB39,DR1
A0A127AXB2,SIX3
A0A127AXF1,SIX3
A0A127AXK3,PITX3
A0A140C6K3,TMPRSS3
A0A140C6K6,TMPRSS3
A0A140CTI5,HLA-B
A0A140CTW5,GJA3
A0A140CTX4,MYOC
A0A140CTX8,CRYGS
A0A140F381,FOXE3
A0A140FAH9,HLA-B
A0A140FAI1,HLA-C
A0A140GX62,GP1BB
A0A140H960,RHD
A0A140H965,RHD
A0A140H969,RHD
A0A140H973,RHD
A0A140KFU0,hbb
A0A140LJL2,CBARP
A0A140T8X3,LY6G5B
A0A140T8X8,MUC21
A0A140T8Y7,CC2D2A
A0A140T8Z4,LY6G6D
A0A140T921,HLA-C
A0A140T927,MSH5
A0A140T935,HLA-DOB
A0A140T965,HLA-DMB
A0A140T973,DDX39B
A0A140T977,HLA-DPA1
A0A140T979,MICB
A0A140T986,MICA
A0A140T995,HLA-DMA
A0A140T996,DDX39B
A0A140T997,HLA-B
A0A140T9A4,LY6G5C
A0A140T9B3,HLA-C
A0A140T9B7,HLA-F
A0A140T9B8,MICA
A0A140T9C4,HLA-DMA
A0A140T9E2,LY6G5C
A0A140T9E5,MSH5
A0A140T9F2,HLA-DOB
A0A140T9F5,HLA-DMB
A0A140T9G7,HLA-DPA1
A0A140T9H6,LY6G5C
A0A140T9H7,FLOT1
A0A140T9I1,BRD2
A0A140T9J3,MSH5
A0A140T9J8,HLA-F
A0A140T9K4,HLA-DMB
A0A140T9L0,WDR46
A0A140T9L7,TNXB
A0A140T9L8,MPIG6B
A0A140T9M1,MICA
A0A140T9M4,HLA-F
A0A140T9Q9,DDX39B
A0A140T9R0,HLA-DMB
A0A140T9R2,HLA-DMB
A0A140T9R3,LY6G5C
A0A140T9R8,LY6G6D
A0A140T9R9,RPP21
A0A140T9S7,HLA-C
A0A140T9U6,HLA-DMB
A0A140T9W8,COL11A2
A0A140T9Y2,HLA-DPB1
A0A140TA05,HLA-C
A0A140TA12,HLA-C
A0A140TA13,HLA-B
A0A140TA14,HLA-B
A0A140TA15,HLA-DQB1
A0A140TA16,PPT2
A0A140TA38,MUC21
A0A140TA43,COL11A2
A0A140TA51,MUC21
A0A140TA54,COL11A2
A0A140TA63,CES1
A0A140TA67,KRTAP9-6
A0A140TA74,SALL3
A0A140UKD1,YRRM
A0A140VJJ4,FAM71B
A0A140VJY3,TSP50
A0A140VJY9,UBE2U
A0A140VK62,NYD-SP14
A0A140VK94,RANBP1
A0A141AZ40,HLA-A
A0A141AZ47,HLA-A
A0A141AZ49,HLA-A
A0A141AZ58,HLA-A
A0A141AZ62,HLA-A
A0A141AZ63,HLA-A
A0A141AZ73,HLA-A
A0A141AZ82,HLA-B
A0A141AZA3,HLA-B
A0A141AZB5,HLA-C
A0A141AZD1,HLA-C
A0A141AZD4,HLA-C
A0A141AZE0,HLA-C
A0A141AZE2,HLA-C
A0A141AZF6,HLA-C
A0A141AZG4,HLA-DQB1
A0A141AZG5,HLA-DQB1
A0A141AZH1,HLA-DQB1
A0A141AZH5,HLA-DQB1
A0A141AZI0,HLA-DRB1
A0A141AZI4,HLA-DRB1
A0A141AZJ3,HLA-DRB1
A0A141AZK0,HLA-DRB1
A0A141AZK6,HLA-DPB1
A0A141AZL1,HLA-DPB1
A0A141R7F8,HLA-DQA1
A0A142CHG1,GPR139
A0A142DDY4,RHD
A0A142DV54,KIR2DL4
A0A142IKA9,AKT1
A0A142IKC6,MPL
A0A142J1V6,HLA-B
A0A142J257,HLA-DPB1
A0A142J258,HLA-DPB1
A0A142J259,HLA-DPB1
A0A142J261,HLA-DPB1
A0A142J265,HLA-DPB1
A0A142J272,HLA-DPB1
A0A142J277,HLA-DPB1
A0A142J279,HLA-DPB1
A0A142J282,HLA-DPB1
A0A142J285,HLA-DPB1
A0A142J2I4,HLA-DPB1
A0A142J2X1,HLA-DRB1
A0A142J2X7,HLA-DPB1
A0A142J406,HLA-C
A0A142JYQ0,HLA-A
A0A142L067,HLA-DQB1
A0A142LRG5,HLA-DRB1
A0A143Y2V0,HLA-B
A0A143Y3Y4,HLA-B
A0A146BID5,HLA-DQB1
A0A158RFU3,PTMS
A0A158VUZ1,CEACM19
A0A158VVC9,CEACM19
A0A158VVW5,CEACM19
A0A160YHF6,HLA-DRB1
A0A163VTC2,HLA-A
A0A165EY55,NKX 2-5
A0A167RMU3,HLA-C
A0A167RN49,HLA-A
A0A168G4X0,PPP6R3-USP6 fusion
A0A168GUA7,HLA-DPB1
A0A172M5V3,BCAM
A0A172Q3A1,TEM7
A0A172QZW0,MCPH1
A0A173ADR6,HLA-DRB5
A0A173ADW6,HLA-DRB5
A0A173DR01,HLA-C
A0A173G4P0,Abl fusion
A0A173G8H7,SLC4A1
A0A180H5H2,HLA-A
A0A180H5J0,HLA-B
A0A180H5J7,HLA-A
A0A180H5L5,HLA-B
A0A180H5N6,HLA-DPB1
A0A180H5U3,HLA-DQB1
A0A180H643,HLA-A
A0A180H6A8,HLA-DQB1
A0A180H6D0,HLA-DRB4
A0A180H6H8,HLA-DRB1
A0A180H6L0,HLA-DQB1
A0A180H6M0,HLA-DRB1
A0A180H6W4,HLA-A
A0A180H701,HLA-DQB1
A0A180H738,HLA-DRB1
A0A180H748,HLA-DRB3
A0A180H7A8,HLA-B
A0A181C4Y8,RHD
A0A182AU56,HLA-B
A0A182DWE8,CFAP47
A0A182DWF7,MUC3A
A0A182DWH8,SELENOP
A0A186VMU9,HLA-A
A0A186VMV3,HLA-A
A0A186VMX7,HLA-A
A0A186VMX8,HLA-A
A0A186VMY4,HLA-A
A0A186VMZ6,HLA-A
A0A186VN03,HLA-B
A0A186VN07,HLA-B
A0A186VN12,HLA-B
A0A186VN23,HLA-A
A0A186VN26,HLA-B
A0A186VN27,HLA-A
A0A186VN34,HLA-B
A0A186VN39,HLA-B
A0A186VN41,HLA-A
A0A186VN42,HLA-B
A0A186VN47,HLA-B
A0A186VN57,HLA-B
A0A186VN62,HLA-C
A0A186VN65,HLA-B
A0A186VN68,HLA-C
A0A186VN73,HLA-C
A0A186VN75,HLA-B
A0A186VN86,HLA-B
A0A186VN87,HLA-C
A0A186VN89,HLA-C
A0A186VN97,HLA-C
A0A186VNA6,HLA-C
A0A186VNB5,HLA-B
A0A186VNB8,HLA-C
A0A186VND0,HLA-C
A0A186VNF0,HLA-DQB1
A0A186VNF6,HLA-DRB1
A0A186VNG1,HLA-DRB1
A0A186VNG3,HLA-DRB1
A0A186VNG7,HLA-DRB1
A0A186VNG8,HLA-DRB1
A0A186VNH2,HLA-A
A0A186VNH6,HLA-C
A0A186VNH9,HLA-DRB1
A0A186VNJ4,HLA-DPB1
A0A186VNJ5,HLA-DPB1
A0A186VNJ7,HLA-DPB1
A0A186VNJ8,HLA-DPB1
A0A186VNK4,HLA-DPB1
A0A186VNK5,HLA-A
A0A186VNL1,HLA-DQB1
A0A186VNL6,HLA-DQB1
A0A186VNM7,HLA-DPB1
A0A186VNM8,HLA-DRB1
A0A186VNQ6,HLA-B
A0A186VNR2,HLA-B
A0A186VNS7,HLA-DPB1
A0A186VNT1,HLA-B
A0A186VNW5,HLA-C
A0A186VP17,HLA-C
A0A186VP19,HLA-C
A0A186VP21,HLA-DQB1
A0A186VP34,HLA-DRB1
A0A186VP47,HLA-DPB1
A0A186VP66,HLA-DPB1
A0A186VP72,HLA-DPB1
A0A186VP79,HLA-DPB1
A0A191TDH5,MYBPC3
A0A191URI9,KIR2DS1
A0A193DUF0,RHD
A0A193L2X7,RHCE
A0A193L2Z1,RHCE
A0A1A9C7R4,ABO
A0A1A9C8U5,ABO
A0A1A9C9I6,RHAG
A0A1B0GTA6,ASAH1
A0A1B0GTA9,CACNB4
A0A1B0GTB1,EFHC1
A0A1B0GTC4,NAV3
A0A1B0GTD7,EFHC1
A0A1B0GTD8,STXBP1
A0A1B0GTE9,PRRT2
A0A1B0GTF2,RYR3
A0A1B0GTF5,VGLL3
A0A1B0GTG6,CACNA1A
A0A1B0GTH1,C2orf92
A0A1B0GTH8,MAGI2
A0A1B0GTJ2,RNASEH2B
A0A1B0GTK6,ISCA1
A0A1B0GTL1,CACNB4
A0A1B0GTL9,CPT2
A0A1B0GTN5,TEX51
A0A1B0GTP4,EHMT1
A0A1B0GTQ0,LITAFD
A0A1B0GTR1,PCCA
A0A1B0GTS0,PRRT2
A0A1B0GTS4,CACNB4
A0A1B0GTS6,SCN2A
A0A1B0GTX8,CACNB4
A0A1B0GU02,KCNB1
A0A1B0GU04,CHRNA7
A0A1B0GU06,ASAH1
A0A1B0GU07,CACNB4
A0A1B0GU09,ARID1B
A0A1B0GU15,PTPRD
A0A1B0GU37,PRRT2
A0A1B0GU39,CLN6
A0A1B0GU46,PRAMEF9
A0A1B0GU47,CDCP2
A0A1B0GU49,CACNA1D
A0A1B0GU55,AMT
A0A1B0GU60,PXN
A0A1B0GU82,GABRA1
A0A1B0GU85,ARHGEF9
A0A1B0GU95,TTC33
A0A1B0GU98,CCDC200
A0A1B0GUB9,TSTD3
A0A1B0GUC2,UMAD1
A0A1B0GUE5,CACNA1A
A0A1B0GUF2,SH3PXD2B
A0A1B0GUG0,ZNF426
A0A1B0GUG2,ARID1B
A0A1B0GUG4,FAM236D
A0A1B0GUG9,NRIP1
A0A1B0GUI3,ARX
A0A1B0GUI5,CACNB4
A0A1B0GUJ1,NSMF
A0A1B0GUJ2,ASAH1
A0A1B0GUK5,C2orf92
A0A1B0GUK7,IQANK1
A0A1B0GUK9,AMT
A0A1B0GUL8,GRIP2
A0A1B0GUM3,TEX48
A0A1B0GUM9,CACNB4
A0A1B0GUN5,PLEKHA6
A0A1B0GUP4,SLC22A17
A0A1B0GUP6,EFHC1
A0A1B0GUQ2,STXBP1
A0A1B0GUQ3,LRRK2
A0A1B0GUQ4,FRMPD2
A0A1B0GUT1,GRIN2A
A0A1B0GUT5,C10orf67
A0A1B0GUU2,TBL1XR1
A0A1B0GUU8,CACNB4
A0A1B0GUV4,MAGI2
A0A1B0GUV6,SMARCA2
A0A1B0GUV9,SLC4A5
A0A1B0GUW0,SYT16
A0A1B0GUW1,PIGQ
A0A1B0GUW2,STK11
A0A1B0GUW4,ASAH1
A0A1B0GV06,ASAH1
A0A1B0GV07,AMT
A0A1B0GV14,FIRRM
A0A1B0GV16,CACNB4
A0A1B0GV21,C3orf85
A0A1B0GV29,SP2
A0A1B0GV37,ZNF215
A0A1B0GV61,TMEM191C
A0A1B0GV94,CLN5
A0A1B0GVA3,ASAH1
A0A1B0GVB7,KCNC4
A0A1B0GVC9,ASAH1
A0A1B0GVD8,CACNA1A
A0A1B0GVF6,LGI1
A0A1B0GVG1,CACNB4
A0A1B0GVI0,SASH1
A0A1B0GVN6,CHRNA7
A0A1B0GVP2,LGI1
A0A1B0GVP9,CHRNA7
A0A1B0GVR1,KBTBD11-OT1
A0A1B0GVS3,ACTR1A
A0A1B0GVS5,C3orf85
A0A1B0GVT0,PLCB1
A0A1B0GVU0,ALDH7A1
A0A1B0GVU6,C5orf58
A0A1B0GVX4,CCDC200
A0A1B0GVX5,CHRNA2
A0A1B0GVX8,ARHGEF9
A0A1B0GVZ5,EFHC1
A0A1B0GW00,ARHGEF4
A0A1B0GW04,LOC102725191
A0A1B0GW09,SMIM27
A0A1B0GW15,LOC122394732
A0A1B0GW21,KIFBP
A0A1B0GW43,KBTBD11-OT1
A0A1B0GW48,ASAH1
A0A1B0GW58,CACNB4
A0A1B0GW81,CACNB4
A0A1B0GW86,LOC100505841
A0A1B0GW91,TCF4
A0A1B0GW97,POU2F2
A0A1B0GW98,CACNA1D
A0A1B0GWB1,RAB34
A0A1B0GWB7,C2orf92
A0A1B0GWD0,ACTR2
A0A1B0GWD2,UMAD1
A0A1B0GWD4,KCNMA1
A0A1B0GWD8,SPEF2
A0A1B0GX02,MFNG
A0A1B0GX09,PHF21A
A0A1B0GX40,PCSK7
A0A1B0GX53,TCRBV14S1
A0A1B0GX60,DNAJB1
A0A1B0GX62,ADGRG1
A0A1B0GX98,BNC2
A0A1B0GXA2,AKT2
A0A1B0GXA9,ACVR1
A0A1B0GXB6,GSTT1
A0A1B0GXC0,WSCD1
A0A1B0GXC6,CATSPERB
A0A1B0GXE1,TRBV6-4
A0A1B0GXH5,TCF4
A0A1B0GXI8,MECOM
A0A1B0GXJ3,ATG13
A0A1B0GYB8,FGFR2
A0A1B0H834,GHRHR
A0A1B0W143,ND4L
A0A1B0YU32,CFTR
A0A1B1CX51,HLA-DRB
A0A1B1CX57,HLA-DRB
A0A1B1CYC5,Gc
A0A1B1FKG5,SLC40A1
A0A1B1H4K9,HERC5
A0A1B1HY11,MYOM1
A0A1B1HY13,MYH7
A0A1B1HY20,MYBPC3
A0A1B1HY26,MYH7
A0A1B1PFV3,BMP4
A0A1B1PFW1,ERCC2
A0A1B1SMR7,HLA-DRB1
A0A1B1SMW0,BBS12
A0A1B1TK51,HLA-C
A0A1B1TK67,HLA-DRB4
A0A1B1UZB5,HLA-B
A0A1B2FIV9,APOL1
A0A1B2FIY0,APOL1
A0A1B2FJ11,APOL1
A0A1B2FJA7,APOL1
A0A1B2FJC1,APOL1
A0A1B2FJI3,APOL1
A0A1B2FJJ6,APOL1
A0A1B2FJK3,APOL1
A0A1B2FJQ0,APOL1
A0A1B2FJR5,APOL1
A0A1B2FJS4,APOL1
A0A1B2FJT7,APOL1
A0A1B2FK87,APOL1
A0A1B2RVQ2,HLA-A
A0A1B3B2I7,LIM2
A0A1B3B2M0,SIX6
A0A1B3PAE7,HLA-A
A0A1B3PAJ1,HLA-B
A0A1B3TN77,PRDM9
A0A1B3TP94,RHD
A0A1B4ZAX9,HLA-B
A0A1B5BA06,KIR2DL5
A0A1B5BA12,KIR2DL4
A0A1B5BA16,KIR3DL3
A0A1C3L6C5,HLA-B
A0A1C3L6C7,HLA-B
A0A1C4HD03,HLA-C
A0A1C6ZRW0,GHRHR
A0A1C7CYX0,EXOC3L2
A0A1C7CYY4,MYL4
